CPT,Description,Provider,ProviderName,Radius,LocationID,LocationName,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,CUD.GA,Cuddy Gary D PA,5,OF.VA,AVERA MEDICAL GROUP ONEILL,
99211,EST OFFICE VISIT  MINIMAL,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
J3301,INJECTION  TRIAMCINOLONE ACETONIDE  NOT,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
RHC,TO COUNT FACE TO FACE VISITS,CUD.GA,Cuddy Gary D PA,7,OF.VA,AVERA MEDICAL GROUP ONEILL,
80053,COMPREHENSIVE METABOLIC PANEL,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
83690,LIPASE,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
99212,EST OFFICE VISIT PROBLEM FOCUSED,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
36415,VENIPUNCTURE,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
85025,BLOOD COUNT COMPLETE (CBC)   AUTOMATED,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
82150,AMYLASE,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
99214,EST OFFICE VISIT DETAILED,CUD.GA,Cuddy Gary D PA,1,OF.VA,AVERA MEDICAL GROUP ONEILL,
90746,HEPATITIS B VACCINE  ADULT DOSAGE  FOR I,CRE.JA,Creech James C,1,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
99213,EST OFFICE VISIT EXP PROBLEM FOCUSED,CRE.JA,Creech James C,1,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
90736,ZOSTAVAX,CRE.JA,Creech James C,1,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
90471,IMMUNIZATION ADMINISTRATION ONE VACCINE,CRE.JA,Creech James C,2,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
99212,LEVEL 2 EST PT,CRA.RI,Crawford Richard S,3,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
96372,SUBQ/IM INJECTION,CRA.RI,Crawford Richard S,2,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
99211,EST OFFICE VISIT  MINIMAL,COO.GR,Cooper Gregory A,2,PM.CL,PIPESTONE MEDICAL GROUP,
99213,LEVEL 3 ESTABLISHED PATIENT,COO.GR,Cooper Gregory A,1,PM.CL,PIPESTONE MEDICAL GROUP,
96372,THERAPEUTIC  PROPHYLACTIC  OR DIAGNOSTIC,COO.GR,Cooper Gregory A,1,PM.CL,PIPESTONE MEDICAL GROUP,
99212,LEVEL 2 EST PT,COO.GR,Cooper Gregory A,1,PM.CL,PIPESTONE MEDICAL GROUP,
95117,ALLERGY INJECTIONS 2 OR MORE,COO.AN,Cook Anthony F,1,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
J1050,INJECTION  MEDROXYPROGESTERONE ACETATE 1,COO.AN,Cook Anthony F,2,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
96372,THERAPEUTIC  PROPHYLACTIC  OR DIAGNOSTIC,COO.AN,Cook Anthony F,2,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
85610-QW,PROTIME WAIVED,CLE.RO,Clemens Robert M,2,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
96372,SUBQ/IM INJECTION,CLE.RO,Clemens Robert M,2,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
99211,LEVEL 1 EST PT,CLE.RO,Clemens Robert M,3,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
92004,NEW OPHTHAL SERVICE COMPREHENSIVE,CLA.JE02,Claussen Jessica,3,XO.CL,AMG OPHTHALMOLOGY MITCHELL,
92134,SCANNING COMPUTERIZED OPHTHALMIC DIAGNOS,CLA.JE02,Claussen Jessica,2,XO.CL,AMG OPHTHALMOLOGY MITCHELL,
99024,POSTOPERATIVE FOLLOW-UP VISIT,CLA.JE02,Claussen Jessica,3,XO.CL,AMG OPHTHALMOLOGY MITCHELL,
90714,Td VACCINE,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
G0179,PHYSICIAN RE-CERTIFICATION FOR MEDICARE-,CLA.GR,Clark Gregory J MD,1,WE.HH,WORTHINGTON REG HOSP HOME HLTH,
99211,EST OFFICE VISIT  MINIMAL,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90707,MMR VACCINE,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
J3420,INJECTION  VITAMIN B-12 CYANOCOBALAMIN ,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
85610-QW,PROTHROMBIN TIME,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90472,IMMUNIZATION ADMINISTRATION EACH ADDITI,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
36416,FINGER STICK,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
90471,IMMUNIZATION ADMINISTRATION ONE VACCINE,CLA.GR,Clark Gregory J MD,1,WS.CL,AVERA MEDICAL GROUP WORTHINGTO,
99496,TRANSITIONAL CARE MANAGEMENT SERVICES WI,CEC.DA,Cecil Daniel P,1,BR.CL,AVERA MEDICAL GROUP BROOKINGS,
95117,ALLERGY INJECTIONS 2 OR MORE,BJO.KE,Bjordahl Kevin L,1,MC.CL,AVERA MEDICAL GROUP MILBANK,
36415,VENIPUNCTURE,BER.JO,Berg John A,2,DM.CL,AVERA MEDICAL GROUP DESMET,
99211,EST OFFICE VISIT  MINIMAL,BER.JO,Berg John A,2,DM.CL,AVERA MEDICAL GROUP DESMET,
85610-QW,PROTHROMBIN TIME,BEI.SU,Beitzel Suzanne M,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
36415,VENIPUNCTURE,BEI.SU,Beitzel Suzanne M,1,UM.CL,AVERA UNITED MEDICAL CLINIC,
83036-QW,HEMOGLOBIN GLYCOSYLATED,BAN.AJ,Banka Ajaz A,1,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
99201,LEVEL 1 NEW PT,BAN.AJ,Banka Ajaz A,2,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
99211,LEVEL 1 EST PT,BAN.AJ,Banka Ajaz A,4,EN.CL,AVERA MEDICAL GRP ENDOCRINOLGY,
90833,PSYCHOTHERAPY  30 MINUTES WITH PATIENT A,BAH.BE,Bahnson Berne B,4,MP.CL,AVERA MED GRP MIDWEST PSYCHIAT,
99214,LEVEL 4 EST PT,BAH.BE,Bahnson Berne B,5,MP.CL,AVERA MED GRP MIDWEST PSYCHIAT,
90805,PSYCHOTHER W/MED EVAL 20-30,BAH.BE,Bahnson Berne B,4,MP.CL,AVERA MED GRP MIDWEST PSYCHIAT,
99214,EST OFFICE VISIT DETAILED,BAH.BE,Bahnson Berne B,4,MP.CL,AVERA MED GRP MIDWEST PSYCHIAT,
86580,SKIN TEST TUBERCULOSIS  INTRADERMAL,ASM.RA,Asman Randy C,1,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
96372,THERAPEUTIC  PROPHYLACTIC  OR DIAGNOSTIC,ASM.RA,Asman Randy C,1,EV.CL,AVERA MEDICAL GROUP ESTHERVILL,
80053,COMPREHENSIVE METABOLIC PANEL,AND.LO,Andersen LoriAnne,1,SI1.CL,SIOUX CENTER MEDICAL CLINIC,
99212,LEVEL 2 EST PT,ABB.BE,Abbey Benjamin C,1,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
99024,POSTOPERATIVE FOLLOW-UP VISIT,ABB.BE,Abbey Benjamin C,1,OA.CL,AMG ORTHOPEDICS DEPT/AQOP,
